Year,Filename,Topic,Paragraph_Length,Theme,Topic Interpretation,Group
2017,doc_AY2017_230_para_1440_10206.txt,6,102,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2017,doc_AY2017_238_para_1448_10263.txt,0,119,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2017,doc_AY2017_238_para_1448_10264.txt,7,128,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2017,doc_AY2017_239_para_1449_10269.txt,13,130,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2017,doc_AY2017_239_para_1449_10272.txt,13,138,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2017,doc_AY2017_242_para_1452_10287.txt,7,150,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2017,doc_AY2017_242_para_1452_10288.txt,1,127,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_245_para_1455_10311.txt,17,71,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2017,doc_AY2017_249_para_1459_10337.txt,16,70,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2017,doc_AY2017_249_para_1459_10339.txt,16,161,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2017,doc_AY2017_249_para_1459_10342.txt,12,209,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2017,doc_AY2017_256_para_1466_10386.txt,0,151,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2017,doc_AY2017_258_para_1468_10397.txt,4,147,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2017,doc_AY2017_258_para_1468_10398.txt,4,181,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2017,doc_AY2017_258_para_1468_10399.txt,4,136,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2017,doc_AY2017_258_para_1468_10400.txt,4,96,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2017,doc_AY2017_258_para_1468_10401.txt,4,213,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2017,doc_AY2017_262_para_1472_10427.txt,10,102,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2017,doc_AY2017_262_para_1472_10428.txt,10,126,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2017,doc_AY2017_262_para_1472_10429.txt,18,142,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2017,doc_AY2017_262_para_1472_10430.txt,18,140,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2017,doc_AY2017_262_para_1472_10431.txt,18,82,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2017,doc_AY2017_262_para_1472_10432.txt,18,115,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2017,doc_AY2017_263_para_1473_10435.txt,6,125,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2017,doc_AY2017_265_para_1475_10447.txt,6,96,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2017,doc_AY2017_270_para_1480_10480.txt,2,173,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2017,doc_AY2017_270_para_1480_10481.txt,2,145,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2017,doc_AY2017_273_para_1483_10503.txt,0,232,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2017,doc_AY2017_282_para_1492_10570.txt,13,193,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2017,doc_AY2017_282_para_1492_10572.txt,4,85,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2017,doc_AY2017_294_para_1504_10646.txt,5,289,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2017,doc_AY2017_294_para_1504_10650.txt,5,172,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2017,doc_AY2017_296_para_1506_10659.txt,1,103,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_296_para_1506_10660.txt,1,137,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_296_para_1506_10661.txt,1,111,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_296_para_1506_10662.txt,1,183,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_296_para_1506_10664.txt,1,139,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_301_para_1511_10708.txt,19,116,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2017,doc_AY2017_306_para_1516_10739.txt,0,125,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2017,doc_AY2017_306_para_1516_10741.txt,0,229,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2017,doc_AY2017_313_para_1523_10790.txt,1,153,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_313_para_1523_10791.txt,1,231,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_313_para_1523_10793.txt,1,141,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_313_para_1523_10795.txt,1,147,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_314_para_1524_10796.txt,1,240,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_314_para_1524_10799.txt,1,71,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_317_para_1527_10822.txt,2,113,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2017,doc_AY2017_319_para_1529_10828.txt,12,152,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2017,doc_AY2017_319_para_1529_10830.txt,12,268,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2017,doc_AY2017_319_para_1529_10831.txt,12,167,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2017,doc_AY2017_319_para_1529_10832.txt,10,122,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2017,doc_AY2017_319_para_1529_10833.txt,13,139,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2017,doc_AY2017_319_para_1529_10834.txt,16,118,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2017,doc_AY2017_319_para_1529_10835.txt,12,129,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2017,doc_AY2017_319_para_1529_10836.txt,12,97,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2017,doc_AY2017_320_para_1530_10843.txt,1,133,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_325_para_1535_10872.txt,0,117,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2017,doc_AY2017_336_para_1545_10939.txt,14,130,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2017,doc_AY2017_336_para_1545_10940.txt,3,278,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2017,doc_AY2017_336_para_1545_10941.txt,14,299,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2017,doc_AY2017_336_para_1545_10942.txt,6,141,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2017,doc_AY2017_336_para_1545_10943.txt,18,125,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2017,doc_AY2017_346_para_1555_10999.txt,1,155,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_346_para_1555_11002.txt,1,181,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_346_para_1555_11003.txt,1,84,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_350_para_1559_11031.txt,3,104,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2017,doc_AY2017_358_para_1567_11097.txt,0,161,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2017,doc_AY2017_363_para_1572_11121.txt,10,173,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2017,doc_AY2017_363_para_1572_11129.txt,0,47,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2017,doc_AY2017_364_para_1573_11137.txt,2,129,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2017,doc_AY2017_369_para_1578_11162.txt,1,80,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_369_para_1578_11163.txt,1,210,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_369_para_1578_11165.txt,1,143,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_369_para_1578_11166.txt,1,121,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_369_para_1578_11167.txt,1,97,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2017,doc_AY2017_370_para_1579_11168.txt,6,124,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2017,doc_AY2017_370_para_1579_11169.txt,16,178,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2017,doc_AY2017_370_para_1579_11170.txt,6,192,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2017,doc_AY2017_370_para_1579_11171.txt,12,134,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2017,doc_AY2017_370_para_1579_11172.txt,6,139,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2017,doc_AY2017_374_para_1583_11192.txt,3,108,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2017,doc_AY2017_374_para_1583_11196.txt,3,114,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2017,doc_AY2017_374_para_1583_11198.txt,3,100,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2017,doc_AY2017_374_para_1583_11199.txt,3,106,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_001_para_1596_11284.txt,11,161,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_001_para_1596_11286.txt,2,245,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_001_para_1596_11290.txt,11,72,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_002_para_1597_11291.txt,10,159,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2018,doc_AY2018_002_para_1597_11292.txt,19,135,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2018,doc_AY2018_002_para_1597_11294.txt,19,226,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2018,doc_AY2018_002_para_1597_11295.txt,19,123,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2018,doc_AY2018_002_para_1597_11296.txt,6,84,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_011_para_1606_11350.txt,14,147,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2018,doc_AY2018_011_para_1606_11352.txt,3,110,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_011_para_1606_11353.txt,14,131,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2018,doc_AY2018_011_para_1606_11354.txt,14,166,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2018,doc_AY2018_011_para_1606_11356.txt,6,50,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_024_para_1619_11429.txt,15,130,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2018,doc_AY2018_024_para_1619_11430.txt,7,224,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_024_para_1619_11431.txt,15,102,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2018,doc_AY2018_024_para_1619_11432.txt,13,129,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2018,doc_AY2018_024_para_1619_11433.txt,2,148,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_024_para_1619_11434.txt,2,185,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_024_para_1619_11435.txt,15,91,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2018,doc_AY2018_024_para_1619_11436.txt,15,127,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2018,doc_AY2018_028_para_1623_11452.txt,14,144,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2018,doc_AY2018_028_para_1623_11454.txt,14,114,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2018,doc_AY2018_028_para_1623_11456.txt,14,221,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2018,doc_AY2018_028_para_1623_11457.txt,12,114,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2018,doc_AY2018_028_para_1623_11461.txt,6,70,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_028_para_1623_11462.txt,16,83,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2018,doc_AY2018_028_para_1623_11463.txt,16,93,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2018,doc_AY2018_029_para_1624_11464.txt,1,111,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_029_para_1624_11466.txt,1,195,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_036_para_1631_11517.txt,7,267,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_038_para_1633_11527.txt,18,200,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2018,doc_AY2018_051_para_1646_11615.txt,6,102,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_051_para_1646_11616.txt,3,225,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_051_para_1646_11617.txt,19,198,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2018,doc_AY2018_051_para_1646_11618.txt,3,110,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_051_para_1646_11619.txt,16,110,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2018,doc_AY2018_051_para_1646_11620.txt,12,150,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2018,doc_AY2018_051_para_1646_11621.txt,14,52,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2018,doc_AY2018_063_para_1658_11703.txt,1,154,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_063_para_1658_11705.txt,7,93,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_071_para_1666_11766.txt,20,138,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2018,doc_AY2018_071_para_1666_11770.txt,20,152,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2018,doc_AY2018_071_para_1666_11772.txt,13,96,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2018,doc_AY2018_074_para_1669_11790.txt,11,151,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_074_para_1669_11792.txt,7,301,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_074_para_1669_11793.txt,15,159,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2018,doc_AY2018_074_para_1669_11794.txt,15,134,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2018,doc_AY2018_074_para_1669_11795.txt,15,56,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2018,doc_AY2018_075_para_1670_11796.txt,1,109,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_075_para_1670_11797.txt,1,255,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_075_para_1670_11798.txt,1,224,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_075_para_1670_11799.txt,2,192,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_075_para_1670_11800.txt,1,151,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_075_para_1670_11801.txt,1,40,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_076_para_1671_11803.txt,11,193,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_079_para_1674_11822.txt,15,71,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2018,doc_AY2018_084_para_1679_11849.txt,0,187,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_084_para_1679_11851.txt,13,152,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2018,doc_AY2018_086_para_1681_11859.txt,3,113,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_086_para_1681_11861.txt,3,306,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_086_para_1681_11863.txt,0,39,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_088_para_1683_11871.txt,1,166,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_089_para_1684_11881.txt,13,120,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2018,doc_AY2018_089_para_1684_11884.txt,13,124,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2018,doc_AY2018_089_para_1684_11886.txt,13,139,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2018,doc_AY2018_094_para_1689_11915.txt,13,58,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2018,doc_AY2018_102_para_1697_11970.txt,14,117,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2018,doc_AY2018_102_para_1697_11971.txt,18,223,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2018,doc_AY2018_102_para_1697_11972.txt,6,254,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_102_para_1697_11973.txt,14,297,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2018,doc_AY2018_102_para_1697_11974.txt,13,120,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2018,doc_AY2018_102_para_1697_11975.txt,14,35,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2018,doc_AY2018_103_para_1698_11976.txt,1,130,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_103_para_1698_11977.txt,1,193,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_103_para_1698_11980.txt,1,148,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_109_para_1704_12018.txt,1,154,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_111_para_1706_12033.txt,18,159,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2018,doc_AY2018_118_para_1713_12079.txt,2,72,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2018,doc_AY2018_119_para_1714_12080.txt,3,129,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_119_para_1714_12081.txt,18,175,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2018,doc_AY2018_119_para_1714_12082.txt,10,180,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2018,doc_AY2018_119_para_1714_12083.txt,3,133,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_119_para_1714_12084.txt,3,176,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2018,doc_AY2018_120_para_1715_12086.txt,17,135,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2018,doc_AY2018_132_para_1727_12159.txt,0,127,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_132_para_1727_12163.txt,0,108,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_133_para_1728_12167.txt,1,93,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_133_para_1728_12169.txt,7,101,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_134_para_1729_12174.txt,5,102,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_134_para_1729_12177.txt,5,108,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_134_para_1729_12178.txt,5,125,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_134_para_1729_12179.txt,5,78,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2018,doc_AY2018_137_para_1732_12194.txt,6,179,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_137_para_1732_12195.txt,6,222,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_137_para_1732_12196.txt,16,145,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2018,doc_AY2018_137_para_1732_12197.txt,6,140,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_137_para_1732_12198.txt,16,140,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2018,doc_AY2018_137_para_1732_12199.txt,16,111,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2018,doc_AY2018_137_para_1732_12200.txt,6,60,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_140_para_1735_12216.txt,1,123,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_140_para_1735_12217.txt,7,122,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2018,doc_AY2018_140_para_1735_12219.txt,1,142,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_140_para_1735_12220.txt,10,139,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2018,doc_AY2018_143_para_1738_12238.txt,0,103,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_145_para_1740_12252.txt,0,179,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_145_para_1740_12253.txt,0,103,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_146_para_1741_12260.txt,0,87,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_146_para_1741_12261.txt,0,126,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_146_para_1741_12262.txt,0,176,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_146_para_1741_12266.txt,0,64,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2018,doc_AY2018_148_para_1743_12274.txt,6,165,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2018,doc_AY2018_148_para_1743_12275.txt,20,224,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2018,doc_AY2018_148_para_1743_12276.txt,8,226,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
2018,doc_AY2018_150_para_1745_12293.txt,13,130,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2018,doc_AY2018_152_para_1747_12302.txt,1,95,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_152_para_1747_12310.txt,1,125,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2018,doc_AY2018_153_para_1748_12312.txt,11,99,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2018,doc_AY2018_153_para_1748_12315.txt,7,192,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
