Filename,Document,Topic,Document_Length
doc_AY2016_299_para_1121_7952.txt,army confront capability gap follow vietnam war daig inspection unit train management identify army face train experience gap train fight win complex world response daig report revitalize unit train management across force combine arm launch effort educate institutional operational force train management doctrine effort include update program instruction unit train management officer noncommissioned officer education course one instance time allocate instruction train management increase hour core portion captain formal train however increase instruction alone solve train issue challenge bureaucratic environment permeate formal education system lead limit effect program instruction possible instructor default experience complicate issue instructor currently serve school experience set base arforgen model discus earlier limit execution train management doctrine imperative officer ncos experience dialogue require current doctrine gain initiative need plan resource execute quality combine arm train combine arm maneuver wide area security,12,135
doc_AY2016_299_para_1121_7953.txt,height war afghanistan iraq unit would rotate theater every twelve month unit meet train gate deploy unit train become extremely regiment train plan dictate train requirement time available squash initiative come home station train deny generation officer ncos experience plan original squad platoon company level train initiative begin response diag report start address gap initiative improvement apply policy doctrine recently publish army directive build train readiness effort result army directive sign act secretary army february directive present four initiative improve army build train readiness first establish sustainable readiness model new force generation model replace arforgen,12,95
doc_AY2016_299_para_1121_7954.txt,train readiness level see figure directive support exord go much greater detail explain authority responsibility process across train enterprise enable change challenge implementation whether army give effort enough time space succeed discus earlier train environment grow year effort tradoc beneficial examine another recent change army culture follow page examination build train readiness effort outline army directive exords use john kotter change process combine review implementation mission command inform way ahead inculcate change area across begin examine effort gen milley predecessor establish sense urgency build guide coalition develop communicate vision change area readiness general train readiness particular compare effort effort implement mission command last six year saw department defense army establish sense urgency create guide coalition develop strategy conjunction extensive communicate change follow discussion effort detail examination challenge generate change large organization conduct discussion change already implement generate quick win empower action finally discussion next step implementation army challenge recommendation,12,149
doc_AY2016_299_para_1121_7955.txt,step create predictable train environment reset mandatory train generate time enable commander plan properly resource train empower leader make decision echelon risk need assume accomplish mission initiative address time available commander process generate mission command system another aspect managerial centralize culture army army function efficiently establish enforce standard identify resourcing requirement army accomplish mission army process establish policy challenge army enterprise level avoid happen corporation senior executive business focus supervise process vice take personal ownership drive process toward desire managerial centralize culture empower bureaucracy mission command empower commander build train readiness effort also empower commander leader within enterprise must take action enterprise level leader must operate within process actively drive process within principle mission command goal empower commander,12,118
doc_AY2016_302_para_1124_7969.txt,report documentation page since september army reserve increase support active component overall war effort result cultural change one previously describe strategic operational budgetary constraint direct budget control act unite state army total force restructure general milley direct army reserve sustain exist operational reserve however importantly must include robust effort positively manage relationship army reserve civilian employer interest employ service member army reserve vital component soldier also civilian employee thus employer vital component army reserve readiness require reliably employ support army reserve sustain lifestyle family america must put appropriate effort sustain army reserve employ part total force whenever wherever need vital component execute national military strategy usar reserve component strategic reserve army reserve mission userra esgr sustain operational reserve amidst tension word word abstract since september army reserve increase support active component overall war effort result cultural change one previously describe strategic operational,14,142
doc_AY2016_302_para_1124_7971.txt,publish october department defense directive dodd title manage reserve component operational force codify operational mission policy change support former chief desire culture change provide recognition type force army reserve evolve force much active ready regular basis support war army reserve relabeled operational reserve responsibility increase decade war make reliable due evolve culture toward ready support war increase train combat experience enhance capability positive negative outcome worth consider prior army reserve define strategic reserve comprise decade train one weekend per month two week per year since two protract war positively transform reserve unprecedentedly train ready force sun tzu posit army engage protract campaign resource state suffice financial cost war undesirably affect nation economy restructure budget lead active component downsize relief strategy army senior leader charge reserve maintain superior readiness standard operational reserve spite decline army maintain national objective reflect back upon end state embed national military strategy smaller active component risk support army mission march honorable john mchugh secretary army general raymond odierno army chief staff testify congress next three year restructure operate smaller force army face readiness challenge extensive modernization delay,3,181
doc_AY2016_302_para_1124_7972.txt,step station train also enable unit prepare train higher level get mobilize arrive mobilization train center usar unit train metric define need achieve desire readiness level challenge fit requirement train model tucker first army commander acknowledge need army reserve need day train year order truly operational force firmly believe go maintain army reserve operational reserve go give day train day year day annual train one weekend month enough also accompany challenge think opportunity u focus prioritize train day unit prepare mobilize political military leader know need train day army barely afford nonetheless solution constrain budget chief staff general milley encourage congress reallocate fund provide army reserve additional train money pay increase train day army reserve army reserve reliable army component appear highly solution shore total army force charge execute national military strategy constrain budgetary limitation,16,135
doc_AY2016_302_para_1124_7973.txt,train day schedule conduct mission essential train prepare reserve unit respective wartime mission exception monthly weekend duty conflict civilian employment two week generally reserve member additionally must complete individual developmental requirement order progress military profession remain competitive promotion usually outside parameter structure day chart figure display current officer professional military education figure display current officer professional military education commission officer leader development requirement chart exhaustive depiction developmental requirement include additional certification course unit military occupational specialty mo specific requirement detail one particular requirement help one understand usar major complete command general staff college cgsc requirement roughly eleventh seventeenth commission year,12,100
doc_AY2016_302_para_1124_7975.txt,quantifiable mean achieve strategy require reallocate fund enable reserve execute gen milley suggestion increase train day train center rotation cost sustain readiness financial incalculable cost sustain burden place civilian employer greatest risk option without public perception nation war inevitable challenge sustain trust relationship civilian employer rc commit employee requirement remain higher normal one weekend per month two week per year employer may le likely support army reserve employee still require conduct cyclical deployment train result retention challenge may alter pool reserve recruit citizen simply join reserve risk maintain gain civilian employment great current reserve member elect depart military financially support family reserve service conflict civilian obligation congress must act provide incentive civilian employer reserve member similar example recent past bipartisan cooperation congress executive branch lead enactment veteran opportunity work vow hire hero act november key section legislation establish fund incentive company hire veteran,3,143
doc_AY2016_302_para_1124_7976.txt,army reserve redefine operational reserve dod directive continue commitment war achieve operational readiness level far exceed initial expectation without war sustain operational level idealistic even plan train rotation combat train center replace combat deployment army reserve manage strategic reserve could fail viably support national military strategy increase army reserve demand arise frequently due decrease active component structure congress fail reinvest robust active component option may ensure sustainment army reserve man train entity could nonetheless perhaps place total force therefore nation security greater strategic risk option continue posture reserve operational force caveat option reserve make every attempt maximize operational readiness remain prepare execute national military strategy support active component caveat since sustain readiness operational force strategic reserve resource unlikely dod political administration must acknowledge act within constraint significantly diminish actual military capacity ready strategic reserve resource unlikely dod political option leverage army reserve manpower part army leader must recognize definition relativity give constraint reduce combat opportunity decrease operational tempo previously state peacetime train fully replace combat experience army reserve sustain wartime operational readiness combat deployment cease,14,175
doc_AY2016_302_para_1124_7977.txt,allocate fund cyclical army reserve train deployment combat train center rotation combatant command civil support deployment achieve goal maximum operational readiness constrain condition thereby provide active component supplementary complimentary capability capacity execute national military strategy initiate department defense publicity campaign promote necessity army reserve member remain highly train ready request congress pa law provide significant tax relief employer reserve member ensure continue support army reserve employee increase train requirement require conduct cyclical deployment train conclusion component overall war effort result army reserve change cultural posture one previously describe strategic one describe operational budgetary constraint direct budget control act subsequent directive secretary defense unite state army total force restructure army active component downsize result army reserve direct increase train meet general milley insistence current level army reserve readiness must maintain posture one previously describe strategic one describe operational reserve revert strategic reserve current strategic environment risky likely viably support national military strategy,18,151
doc_AY2016_315_para_1137_8066.txt,report documentation page budgetary constraint budget control act strategic choice national defense strategy limit army capacity readiness attempt rebalance resource strategy army leader reduce total number armor brigade combat team abcts within last three year strategic environment rapidly shift army support three abct rotational mission korea europe south west asia paper examine challenge abct rotational mission since argue army posse enough abct capacity support simultaneously dedicate mission ability counter new threat paper recommend several option alleviate abct demand include primary recommendation abct europe decrease modernization cost increase overall abct capacity abct european activity equipment set rotational bcts aps set army short armor brigade combat team word word abstract budgetary constraint budget control act strategic choice national defense strategy limit army capacity readiness attempt rebalance resource strategy army leader reduce total number armor brigade combat team abcts,10,136
doc_AY2016_315_para_1137_8067.txt,give overall shortage abcts examine abct force structure demand equipment set challenge modernization requirement lead five specific recommendation consideration alleviate abct capacity shortage recommendation include call forward station abct europe creation new minimally man equip structure option better utilize exist army force structure support abct mission september attack world trade center underscore necessity army transition swiftly army peace wartime operational expeditionary force ten year congress enable army operate robust defense budget support operation endure freedom oef operation iraqi freedom oif however congress implement budget control act bca provide constraint mechanism require department defense dod reduce base spend trillion decade failure achieve spend reduction would result sequestration automatic budget reduction across army leader analyze environment require budget reduction make difficult decision reduce soldier organizational army initiate plan army reduce eight brigade combat team bcts call inactivation two remain army provide train ready force design prevent conflict shape security environment win across range military abct type land power provide geographic combatant commander overwhelm combat power destroy repel enemy force abct armor design consist three combine arm battalion brigade engineer battalion cavalry squadron field artillery battalion brigade support battalion abct primary armor capability contain abrams tank bradley infantry fight vehicle armor army face end strength cut army leader look establish balance structure reduction ability project capable ready force support nation strategic mission,19,219
doc_AY2016_315_para_1137_8069.txt,rational equipment set deploy unit unit train phase unit reset receive modernize theory environment sustain one rotational mission army must fully modernize three abcts importantly one regionally station oconus abct set army need spend money effort modernize four abcts gain success one rotational mission army acquisition budgetary system design field unit incrementally time prioritization however environment challenge army provide resourced modernization plan continuously support nine abcts three regionally station oconus abct equipment set army must carefully consider modernize abct equipment program due high rotational operational tempo abcts regular modernization might unsustainable prepare abcts designate rotational assignment limit resource army decide modernize regionally station oconus abct set unit prepare train modern equipment nonetheless deploy army modernize equipment set,20,117
doc_AY2016_315_para_1137_8070.txt,however estimate cost permanently base abct europe million upfront initial cost annual bill million three year permanently base abct army million per year save versus support rotational abct resource constrain environment forward station abct europe provide greater overall save army build abct capacity alo recommendation call creation minimally man equip abct structure conus construct alo however negative stigma alo structure still exist force manager military planner army leader alo hollow army conus unit severely strength meet military recommendation expect change negative perspective present new rationale alo structure ability rapidly expand army need past fiscal budget cause decrement personnel authorization possible intentionally design organization reduce percentage authorization recommendation allow army discretion increase overall quantity growth several unit alo structure perceive hollow force rather strategic mean sustain growth capacity ability generate rapidly need force newly form alo abct select enablers allow army posture pool maintain armor capability,19,145
doc_AY2016_324_para_1146_8130.txt,achieve decisive victory current global environment require leadership able match surpass agile adaptive threat probability lead diverse multinational team future operation essentially certain unfortunately absence coherent doctrine apply mission command joint interagency intergovernmental multinational jiim environment pose challenge operationalizing philosophy across joint force steep european military heritage historical origin mission command trace back aftermath war specifically prussian defeat jena lack initiative part prussian leader command frederick great ultimately lead simply put napoleon approach render old rigid hierarchical approach tactic leadership strategy obsolete tough lesson prussian concept auftragstaktik bear although many consider translation phrase order interpretation fail recognize auftragstaktik much way deliver denote comprehensive type command philosophy adopt enable type initiative action student fredrick great campaign great prussian military theorist carl von clausewitz helmuth von moltke elder widely recognize first coin term auftragstaktik series war game recognize need order state rule order contain subordinate achievement goal determine today military profession idea tell subordinate task task almost universally recognize good leadership notion subordinate fully capable apply good judgment independent commander face uncertainty sound,0,171
doc_AY2016_328_para_1150_8160.txt,manufacture purchase integrate logistics support personnel integral design system manufacture representative provide input ability produce item whether exist capital infrastructure tool exist produce design purchase representative concurrently canvas marketplace redundant highly qualify supplier accord author design manage supply chain intuitively clear characteristic supply chain must impact product integrate logistics support representative as supportability obsolesce part require design consideration combine provide inform cost structure lifecycle optimize design maintain level integrate product process design possible organization specialize system level rate production would tough organization build maintain type expertise accord john bryant senior vice president defense program oshkosh defense transition subsystem much le entire system probably great exception vice rule army grind vehicle portfolio would best serve conduit inform affordable achievable requirement future tactical truck system ftts great example rdec work industry push boundary technologically feasible,8,133
doc_AY2016_330_para_1152_8170.txt,report documentation page army currently process cut size headquarter well reduce grade plate structure within although see method preserve readiness combat formation may counterproductive give current strategic environment cut army service component command asccs corp division headquarter preserve force structure readiness tactical level army create capability gap shrink readiness high operational level win strategic level require focus synchronization element national power integration ally partner require senior staff short need permanent joint task force jtf headquarter senior personnel key position grow rather shrink paper examine challenge reduce headquarter within three critical army organization army service component command asccs corp division base requirement serve jtf headquarter cut cause gap army operate concept aoc force structure joint task force strategic environment complex environment importance army headquarter world order word word abstract army currently process cut size headquarter well reduce grade plate structure within although see method preserve readiness combat formation may counterproductive give current strategic environment,2,153
doc_AY2016_330_para_1152_8172.txt,provide theater level mission command focus combat support perform army support corp operate area relieve corp perform executive agent responsibility gcc importance function perform role ascc understate focus shape theater joa unencumbering allocate organization daily task allow headquarter capability deployable jtf joint force land component command jflcc capable headquarter response crisis commander central command centcom recently use capability designate theater army army support operation iraqi resolve however theater army contingency command post ccp limit capability design serve core jtf thirty day without significant augmentation army joint force although theater army grow size modularity concept order control army force operate across area responsibility capability use field army command multiple corp disappear army remove operational command post module build theater army longer organization train equipment function basis land component headquarter combat operation additionally main command post mobile must operate fix location finally theater level capability require major operation reserve component base continental unite state could cause significant delay require support long term contingency place significant strain army expeditionary operational headquarter capable serve core jtf,2,172
doc_AY2016_330_para_1152_8173.txt,although corp division level staff likely area afford cut operational tempo deployment headquarter force many headquarter reach subordinate unit personnel usually entail take senior officer officer deploy order man shortfall support joint man document thus effect readiness subordinate unit addition reduce structure headquarter army may reduce grade plate structure within mean army convert officer position warrant officer enlist rank downgrade others lower grade recode lieutenant colonel billet major billet major billet captain reduction officer billet likely come loss experience expect personnel assign jtf headquarter plan execute operation strategic level effect could become critical colonel indicative education experience level lieutenant colonel major also difference within rank base whether officer complete key developmental job grade,0,113
doc_AY2016_330_para_1152_8174.txt,headquarter provide capability provide flexibility second army capable contingency command post ccp ascc provide combatant commander immediate response capability size contingency personnel assign ccp must highly train flexible ccp remain measure provide time flexibility army combatant commander contingency arise corp jtf assume mission additional benefit capable ccp personnel command post regional expertise help development implementation strategic approach integration regional multinational partner division corp operate fulltime give contingency area unless task jtf perform duty little resident expertise region may assign likely little cultural fluency asccs live operate potential conflict environment fulltime interact partner nation theater security cooperation form relationship indigenous leader population maintain focus intelligence lastly capable ccp would allow effective operation development approval source joint man document require support joint task force,2,122
doc_AY2016_330_para_1152_8175.txt,however universal demand cut percent two staff may take level warfare specifically army service component corp division level staff headquarter responsible theory practice design strategic operational approach complex problem pose global security environment well one designate serve core jtf operation see past ten year army deploy headquarter division level contingency operation around globe part jtf twenty time deployment include support major combat operation defense support civilian authority hurricane katrina humanitarian support like liberia contain spread ebola virus disease instead reduce headquarter army need build capability reestablish fourth corp headquarter base current operate environment man highest quality personnel environment easy say cut headquarter save bcts force structure readiness officer understand headquarter echelon brigade combat team army former secretary defense robert gate state testimony senate arm service committee see countless washington reform effort year result mindless salami slice program organization reform,0,139
doc_AY2016_331_para_1153_8178.txt,authority include mission command relation rule engagement deployment employment guidance mobilization authority access authority foreign location budget necessary conduct operation capability describe tactical unit echelon headquarter staff augmentation senior civilian military leader approve requirement overall concept employment pa various litmus test design show strategic operational level plan must demonstrate balance pa litmus test feasibility acceptability feasibility focus essay define joint operation plan review criterion as whether assign mission accomplish use available resource within time contemplate plan feasibility test mean primarily province military onus military apply resource correctly time achieve campaign objective test way link mean require broader inclusive dialogue focus feasibility therefore create realistic military option promote robust discussion way order create coherent strategy good news since inception joint operational plan execution system jopes leadership secretary force deployment data tpfdd pronounce analysis provide primary test operational plan feasibility process seek align resource mission requirement time space,2,146
doc_AY2016_340_para_1162_8232.txt,report documentation page innovation critical future success army army entrust train doctrine command tradoc design create future force critical endeavor predominantly minimal input operational force today fiscal constraint demand deploy force readiness focus present challenge improve use operational force innovation despite challenge opportunity exist capitalize experience capacity operate force research examine benefit risk three option operational force participate innovation maintain current input operational force increase home station experimentation modify combat train center ctc rotation viable option span vary level commitment end design portion exist fund ctc rotation experimentation increase operational force influence future innovation balance today readiness demand,16,98
doc_AY2016_340_para_1162_8237.txt,train capable team provide valuable combat readiness feedback unit individual brigade level execution force force live fire scenario secondly ctc serve independent formation collect generate share lesson learn ctc already provide feedback operational force performance tradoc center army lesson learn call finally ctc provide best opportunity integrate joint force robust process already exist tradoc forscom ctc generate synchronize joint force participation ctc army regulation outline objective establish policy assign responsibility army organization support ctc aoc introduce concept joint combine arm operation present enemy multiple dilemma ultimately win ctc provide best opportunity environment create capability,12,94
doc_AY2016_340_para_1162_8238.txt,secondly modify ctc option drive expand synergy operational institutional army identify appropriate scenario unit time ctc experimentation require close coordination tradoc forscom inherent coordination require plan execute experimental ctc rotation improve understand new concept operational force improve tradoc appreciation exist capability similar develop innovative leader army ability create adjust capability best realize either ctc home station innovation option provide greatest potential change ctc option also superior home station option allow combination unique force may reside duty location example emerge russian threat europe may require new balance formation contain stryker abrams vehicle unfortunately numerous train post today contain formation one type vehicle,12,101
doc_AY2016_340_para_1162_8240.txt,unfortunately focus establish readiness criterion allow little experimentation creative solution actual task defend battle position army must acknowledge future mission like past operation require agility within force adaptable leader leader require build new team operate disparate force benefit experimentation train help develop competency improve readiness capacity force second give potential benefit experimentation readiness army dedicate portion exist fund ctc rotation innovation identify environment force structure challenge solve ctc improve synchronization tradoc forscom exist asrc process additional symposium tool like ast allow tradoc forscom commander balance readiness rotation focus innovation rotation engineer create competitive context capitalize hill research benefit competition drive innovation would allow senior leader choose warfighting challenge observe execution alternative competitive environment ctc rotation could design present challenge two unique task organization,12,123
doc_AY2016_344_para_1166_8261.txt,report documentation page nation long rely national guard fight battle abroad protect homeland past year conflict show national guard significant role operational force military operation middle east continue drawdown nation face new enemy rapidly decline budget fiscal challenge mount department defense must realign force across component ensure ready efficient army available combat global threat respond emergency protect homeland paper analyze national guard extensive rich history homeland defense emergency response role operational reserve paper provide recommendation make specific force structure change across active army army national guard provide maintain army national guard prove operational force force structure cost effective ibct brigade combat team role larger operational national guard meet army need word abstract nation long rely national guard fight battle abroad protect homeland past year conflict show national guard significant role operational force,3,132
doc_AY2016_344_para_1166_8262.txt,paper analyze national guard extensive rich history homeland defense emergency response role operational reserve paper provide recommendation make specific force structure change across active army army national guard provide maintain army national guard prove operational force national guard history american attack poorly arm untrained english settler jamestown result death two colonist first die defense america response attack fort build settler form consider first militia continuous carry weapon organize train saturday american militiaman embody concept protect nation repel invasion suppress insurrection enforce law land december date recognize birthday national guard court order massachusetts general court mandate first militia north america make oldest component unite state arm assembly militia militiaman new england establish minuteman ready moment pequot war french indian war battle lexington concord organize militia minuteman vital force young nation revolutionary war importance america undeniable military perspective war bring independence revolutionary war bring america first stand regular army first time militia precursor national guard would stand side side regular continental army defense american independence establish concept reserve force support regular national guard fight virtually every battle revolutionary war provide continental army valuable reinforcement mount successful attack constitution unite state bring formality military mandate military system compose regular army militia however find father fearful large stand army provide specific oversite,3,208
doc_AY2016_344_para_1166_8263.txt,today army national guard national guard perceive poorly train poorly prepare last resort active component call upon rather today army national guard well prepare highly train guard agile adaptable combat multiplier capable provide army train ready operational force strategic depth fulfil legally mandate mission army primary combat past year persistent conflict national guard demonstrate role viable highly train force support worldwide combat humanitarian security cooperation national guard posture statement gen frank grass chief national guard bureau national guard evolve last dozen year world war ii korean war national guard role posture serve force event major war unite state soviet union nation shift toward greater reliance national guard primary fight force since time national guard soldier airman perform combat mission iraq afghanistan well mission throughout today army national guard end strength personnel reside community consist division headquarter general operational command include sustainment air missile defense operational brigade group include brigade combat team infantry armor stryker support brigade include combat aviation surveillance sustainment brigade functional support brigade group include military police engineer regional support special force group addition combat combat support force percent defense department chemical biological radiological nuclear cbrn response capability reside within national guard include civil support team cst national guard homeland response force hrfs cbrn enhance response force package cerfps today national guard harden capable combat force ready deploy support federal mission worldwide ability mission respond domestically behest leader state territory display guard true worth average guardsman per day provide support domestic mission disaster hurricane katrina sandy wildfire california blizzard shut nation capital bomb boston marathon simultaneously guardsman serve worldwide support global war state three territory district columbia men woman guard police officer plumber teacher community live stand ready make seamless transition soldier airman provide support civil authority response natural disaster threat public unlike active component whose federal mission seldom bring contact nation community national guard link community within nation service member serve operational national guard necessary impact national guard nation ability conduct military operation globally last year extraordinary,3,330
doc_AY2016_344_para_1166_8264.txt,failure invest relevant train utilize national guard operational mission risk degradation loss experience leader stifle development future leader jeopardize national guard ability provide active army seamless surge prove ready leader need maintain operational national guard vitally important everyday citizen unite state member national guard live work respond nation community provide link soldier civilian active army capable provide connection community national guard forge trust emergency happen national guard skill train enable national guard deploy worldwide combat mission make exceptional respond domestically reduction operational tempo fund structure guard threaten impact trust guard earn degrade ability respond governor domestic emergency time climate change cause severe weather event political divide drive violent extreme action socioeconomic factor threaten community every state governor community across nation require rely operational national guard rapid response disaster occur guard respond citizen see army uniform make guard recommendation unite state army face unprecedented budgetary turmoil,3,145
doc_AY2016_344_para_1166_8265.txt,average drill guardsman incur healthcare cost approximately per year equate save approximately million per year per ibct transfer force structure change move ibcts active army army national guard provide significant cost save department defense disputable change directly address congress budgetary requirement impose department defense budget control act however even seamless change force structure lade inherent risk often consider feasible recent statement former chief staff army gen ray odierno director quadrennial defense review major general john rossi state national guard provide level readiness capable take long deploy nation need entirely without however statement need take context national guard mission readiness fund level direct active army major general david baldwin adjutant general california highlight army role national guard readiness statement make responsibility active army resource train prepare guard guard unit achieve level readiness active component leadership allow achieve guard ca achieve readiness level organize bcts ac fault fault choice,3,147
doc_AY2016_346_para_1168_8275.txt,traditionally usar unit fewer ft personnel counterpart army air force marine corp national guard reserve representative ike skelton note several marine corp reserve unit able mobilize deploy quickly efficiently attribute number active component officer noncommissioned officer assign reasonable believe increase number ft usar unit would effect build maintain train readiness throughout usar must include additional budget item implement risk cut fund otherwise reallocate resource support total army must sustain increase current readiness recent article army time lieutenant general ltg jeffrey talley chief usar commander usar state usar unit maintain readiness without adequate fund even though usar unit recent year deploy mission ready many case two three unit break make one whole ready unit usually case lack fund train modernization cause fact fund equipment modernization per ltg regard modernization example usar provide approximately bulk petroleum asset total army joint force however usar petroleum equipment outdated may meet army need unless equipment replace early secretary defense melvin laird realize fund would shortfall readiness total army force concept must utilize order viable army capstone program authorize level organization develop prioritize fund train equipment fill repair active usar unit help mitigate lack fund without adversely reduce strength maintain stabilization predictability continue priority retain usar soldier train readiness key component keep usar unit ready mobilize deploy stand usar budget day train per year unit medical unit rely specialize individual train enough time unit need train collectively may need time,6,234
doc_AY2016_348_para_1170_8289.txt,take government transportation ait spend graduation day family friend post ship ait next morning bond family friend temporarily break seizure electronic device minimal phone call cellular phone device secure company cadre upon arrival bct return family day allow soldier link visitor although slightly different every bct battalion soldier allow two telephone call one occur typically afternoon even first day arrive unit contact make goal contact within first hour reach unit cadre continue attempt alternate number second occur two week prior graduation completion army physical fitness test time soldier know course graduate jeopardy fail meet standard,-1,95
doc_AY2016_357_para_1179_8345.txt,special operation force offer another historical reference transformation unite state special operation command ussocom trace lineage world war ii result operation eagle claw congress order dod formally build special operation capability ussocom service agree capability vital national interest however fail implement department defense reorganization act amendment ultimately drive reform socom later argue align special operation force sof single responsive headquarter legislation foster interoperability among service provide ussocom control resource better enable meet responsibility train organize equip unlike mhs peacetime delivery health care across mtfs legal system restrict sof conduct raid continental citizen socom however organize train resource equip shape policy one unify headquarter control worldwide employment sof capability order meet national two organization successfully transform highly function joint team deliver worldwide support cocoms peace war transcom ussocom execute function unify command though clear difference mhs also similarity lesson learn shape mhs transformative effort mhs must model transformation build unity command time synchronize logistics operation medical acquisition research act reform circulate throughout nation capital academic circle budget concern keep senior leader awake night form narrative capitol hill testimony speech deliver around globe,17,181
doc_AY2016_359_para_1181_8355.txt,report documentation page designate operational force reserve component poise support army joint force routine operation continually shrink force army must look provide capability ask bcts unit battlefield theater army role protection discus along current force structure rc conduct protection mission five recommendation make cover gap protection create theater protection command tpc theater engineer command tpcs maneuver enhancement brigade meb expeditionary protection command epc increase three army reserve five exist military police command expeditionary command create two additional recommend change force structure produce integrate command structure able coordinate provide protection produce readiness peace time usar force structure protection warfighting function maneuver enhancement brigade military police transform reserve component meet future operational demand word abstract designate operational force reserve component poise support army joint force routine operation continually shrink force army must look provide capability ask bcts unit battlefield theater army role protection discus along current force structure rc conduct protection mission,14,150
doc_AY2016_359_para_1181_8356.txt,corp division may assign meb control support area area operation well manage protection maneuver support operational protection economy force mission encompass coordination many entity ensure mission understand role theater army fit protection mission vital understand need increase support joint protection cell dedicate command element theater force protection similar logistics medical engineer would greatly enhance joint operational area security framework free bcts divert task theater army combatant commander army service component commander ascc theater army operational control army force assign separate joint task force theater army maintain administrative control army force operate area operation theater army task provide theater campaign plan theater posture plan theater security cooperation plan theater global force management plan deliberate plan crisis action plan protection army support service asos asos divide category manage different command element directly report theater army provide logistics theater army rely theater sustainment command tsc subordinate expeditionary sustainment command esc medical command medcom manage logistics medical support tsc logistical command control much asos common user logistics executive agent action direct logistics army unit allow army theater corp division transportation fuel distribution logistics management medcom manage medical evacuation veterinary service,2,186
doc_AY2016_359_para_1181_8359.txt,follow force structure recommendation mitigate deficiency note prior discussion well incorporate change allow modularity tailor force jtf theater level recommendation one creation tpc merge force protection task multiple branch conduct individual protection task one entity design produce holistic protection effort function level theater command mebs manage jsas movement corridor link regional support group manage base air defense weapon mass destruction detection response tpc would act appoint jsc theater ied also become proliferate global threat use insurgent future threat hybrid fail state conflict control movement corridor key aspect must achieve allow freedom action recommendation two tec tpcs better use force structure fully support gio rc engineer command provide best force structure fit manage protection function branch function create least chaos change soldier leverage current base retention experience staff tec well establish headquarter add deputy commander small staff section run function cause little impact,2,142
doc_AY2016_362_para_1184_8372.txt,report documentation page dissonance military think action war organize equip significant consequence success failure nation application military power nation military doctrine offensive opportunistic reliant action inform junior leadership military must cognitively physically align execute doctrine paper propose australian army abandon concept operational level command war current understand tactic order implement prefer military doctrine maneuver warfare argue doctrinal approach undermine ability australian army prepare future commander battlefield tomorrow inhibit cultural change require organization ultimately closer relationship strategic tactical level command broader view tactic need deliver national leadership army align espouse warfighting philosophy unaligned maneuver warfare theory australian army word word abstract dissonance military think action war organize equip significant consequence success failure nation application military power nation military doctrine offensive opportunistic reliant action inform junior leadership military must cognitively physically align execute doctrine paper propose australian army abandon concept operational level command war current understand tactic order implement prefer military doctrine maneuver warfare,0,152
